date,price_rupees_per_kg,volume_quintals,promo_flag,year,month,day_of_week,day_of_year,week_of_year
2025-12-12,36.46,4953.2,0,2025,12,4,346,50
2025-12-13,33.56,5818.96,0,2025,12,5,347,50
2025-12-14,35.25,4885.8,0,2025,12,6,348,50
2025-12-15,35.48,5450.13,0,2025,12,0,349,51
2025-12-16,36.54,5415.77,0,2025,12,1,350,51
2025-12-17,35.13,6636.63,1,2025,12,2,351,51
2025-12-18,39.06,4726.7,0,2025,12,3,352,51
2025-12-19,34.72,5754.38,1,2025,12,4,353,51
2025-12-20,42.0,4793.62,0,2025,12,5,354,51
2025-12-21,40.6,5025.8,0,2025,12,6,355,51
2025-12-22,41.89,5179.67,0,2025,12,0,356,52
2025-12-23,36.54,4638.16,0,2025,12,1,357,52
2025-12-24,38.34,4759.84,0,2025,12,2,358,52
2025-12-25,37.37,4598.45,0,2025,12,3,359,52
2025-12-26,34.12,4854.03,0,2025,12,4,360,52
2025-12-27,35.5,5174.14,0,2025,12,5,361,52
2025-12-28,35.51,4770.61,0,2025,12,6,362,52
2025-12-29,36.98,4653.78,0,2025,12,0,363,1
2025-12-30,38.8,5049.34,0,2025,12,1,364,1
2025-12-31,36.46,5062.2,0,2025,12,2,365,1
